,_lambda,alpha,colsample_bylevel,colsample_bytree,gamma,max_depth,min_child_weight,subsample
max_params,2.9672501863314418,16.313129709424757,0.9772125093201838,0.6405879053902336,0.599705760629978,6.0,42.226013857461716,0.6221326906374908
