,colsample_bytree,max_depth,min_child_weight,min_data_in_leaf,min_split_gain,num_leaves,reg_alpha,reg_lambda,subsample
max_params,0.9436915866329807,9.742447867957964,44.75686469434525,23.076363557957148,0.050337656430442745,99.30575938421849,8.751100265302428,2.2602432485970625,0.9536069126071522
